pulv_particle_size,pulv_temp,pulv_quality,mixer_particle_size,mixer_temp,mixer_quality
141.22618,38.27944,96.62262,342.72412,56.940617,83.227585
158.23303,33.93907,98.3233,408.61087,45.864838,76.638916
138.29822,36.92012,96.32982,303.99582,35.0082,87.10042
140.79208,33.988102,96.57921,199.11966,52.940613,97.588036
131.29776,32.328857,95.629776,217.4178,62.084545,91.58913
169.31993,33.70204,99.43199,399.3878,56.029205,77.56122
156.0135,33.49631,98.10135,263.3169,53.43112,91.16831
134.39645,33.05945,95.939644,313.73077,72.62523,60.876465
146.00177,36.774834,97.100174,184.57353,55.54191,99.04265
144.79517,31.87761,96.979515,415.01224,58.11036,75.99878
146.46297,35.875786,97.14629,203.03314,59.04464,97.196686
145.30461,32.015667,97.030464,304.75778,66.30039,74.42344
120.471466,33.46022,94.54715,165.35857,59.640896,99.03586
166.1592,37.969643,99.11592,246.69681,52.144657,92.83032
147.44531,35.321564,97.24453,328.4042,61.940994,80.77759
133.60611,37.772,95.86061,306.36566,42.722652,86.863434
156.31595,37.492012,98.13159,196.57889,59.64908,97.84211
165.5877,34.385124,99.05877,193.51736,66.08139,85.98548
147.12433,36.37808,97.21243,219.0122,65.74463,84.10952
147.04144,35.637325,97.20415,139.7011,48.485214,96.47011
151.0032,36.209396,97.60032,279.05368,48.21344,89.594635
135.33376,32.560875,96.03338,268.0283,64.8634,80.97037
138.28972,40.23882,96.32897,272.3893,47.693405,90.26107
136.83057,35.660248,96.18306,296.51297,43.051197,87.8487
149.6917,33.46625,97.46917,193.18787,53.43837,98.18121
131.44086,34.805096,95.64409,194.80875,46.605885,98.01913
137.27107,33.257114,96.227104,206.37918,46.64371,96.86208
154.59683,32.657604,97.95969,153.229,55.719315,97.8229
140.08064,32.98685,96.508064,51.189003,51.2891,87.6189
179.83224,38.5189,99.51678,230.16505,50.477757,94.4835
159.01132,36.566643,98.40113,115.75905,64.28375,85.5084
151.49608,39.043575,97.649605,195.12164,53.975143,97.98784
137.25261,32.11686,96.22526,348.27118,52.551567,82.67288
153.90979,34.184673,97.890976,288.83142,64.64499,79.32688
184.38228,31.57055,99.061775,173.9596,52.364662,99.89596
150.11388,34.04806,97.51139,346.4618,49.75048,82.85382
140.10623,35.917877,96.51062,192.64046,49.029057,98.235954
172.0308,33.426643,99.70308,224.15294,50.520874,95.08471
127.48753,36.056858,95.24876,154.34938,59.843918,97.93494
167.54454,35.608475,99.254456,255.66943,50.00699,91.93306
154.2581,33.744358,97.92581,212.29282,48.685863,96.27072
161.32108,35.49335,98.63211,323.14276,50.015865,85.18572
179.49394,36.259567,99.550606,227.48438,48.029503,94.751564
156.67924,36.916164,98.16792,204.58601,45.699318,97.0414
160.78548,33.474617,98.578545,135.9475,54.413902,96.09475
133.39256,32.18018,95.83926,211.57362,62.415367,91.5119
167.66174,37.163277,99.266174,326.59323,55.289215,84.840675
145.92441,34.967094,97.09244,293.57965,63.73529,80.671455
171.01143,35.806244,99.60114,214.35527,52.12861,96.064476
135.44937,34.655453,96.04494,232.10625,52.70359,94.289375
152.23172,34.1649,97.723175,271.00375,52.06588,90.39963
169.74254,32.355576,99.47425,219.06863,50.407337,95.59314
151.91321,35.2931,97.69132,125.98754,47.820827,95.098755
165.86203,33.48743,99.086205,239.79736,58.630325,93.52026
138.0033,34.913517,96.30033,276.7378,57.036297,89.82622
135.92166,32.02118,96.09216,271.7176,37.659447,90.32824
177.1186,36.43563,99.78814,76.74623,66.44537,77.283875
144.77045,33.589245,96.97704,192.04465,60.98782,96.31989
148.7218,34.34195,97.37218,97.31561,59.62938,92.23156
128.65546,37.881046,95.36555,190.922,53.426926,98.4078
130.23734,33.447395,95.523735,392.3446,51.5947,78.26554
154.19458,32.21038,97.91946,72.61677,53.94102,89.76167
146.69128,31.415749,97.16913,286.1848,69.173706,70.5341
150.96274,35.717037,97.596275,304.62067,61.584366,83.8692
155.64485,37.072384,98.06448,274.1134,56.323875,90.08866
162.19165,35.87762,98.71916,172.59747,65.12169,89.51637
169.03064,34.558727,99.40306,215.32584,46.744232,95.967415
166.51236,32.973644,99.15124,376.05618,54.43746,79.89438
152.82484,36.19862,97.782486,112.811005,41.8349,93.7811
127.8074,37.40372,95.28074,328.2315,67.088776,70.4993
163.6889,38.68525,98.86889,252.1867,61.789963,88.7014
142.05911,37.11487,96.70591,209.3286,60.179916,96.207306
158.7543,37.805405,98.37543,292.16833,49.339546,88.283165
156.40718,35.657547,98.14072,344.54507,62.789055,77.467384
168.7102,35.547787,99.37102,207.68234,43.19261,96.731766
145.54625,35.87521,97.05463,325.29163,58.964813,84.97084
153.31773,34.695885,97.83177,240.28745,51.291725,93.47125
150.95715,35.183628,97.59572,344.98526,41.46846,83.00147
178.00496,34.718056,99.6995,174.87611,58.116924,99.98761
157.24992,35.5003,98.22499,39.73606,61.740173,82.993256
161.1285,31.024332,98.61285,264.80048,57.18019,91.01995
136.77533,36.86776,96.177536,284.352,58.05409,89.064804
157.4342,35.713867,98.24342,187.03973,54.635574,98.79603
151.88522,34.395958,97.68852,309.2505,57.44243,86.57495
148.0295,36.173775,97.30295,335.0893,61.234856,81.52136
147.14935,33.498642,97.214935,367.99872,46.62116,80.70013
153.07462,32.040234,97.807465,210.88037,49.36475,96.411964
175.85628,34.535416,99.914375,422.64035,53.015835,75.23596
144.30045,34.6055,96.930046,263.14352,58.2765,91.185646
171.339,36.222828,99.6339,164.81175,51.67128,98.98118
146.88062,35.79869,97.188065,342.62787,57.927616,83.23721
167.49048,31.653387,99.24905,294.45297,55.774117,88.0547
149.78241,34.66955,97.47824,337.6297,70.15658,63.423874
163.56406,34.783443,98.85641,265.6912,55.66672,90.93088
155.10626,35.59825,98.01063,254.27597,43.390266,92.0724
140.70306,35.046867,96.570305,422.15024,71.56665,52.151672
186.29665,31.92328,98.87034,249.30452,64.0569,84.45575
145.02863,34.088203,97.00286,369.34766,64.4677,71.62984
152.84561,35.734016,97.78456,168.52864,48.031,99.35287
139.00525,34.150627,96.40053,281.91116,49.508858,89.30888
144.15063,35.254402,96.91506,194.82663,52.31363,98.017334
162.94713,37.41742,98.794716,116.00009,54.190937,94.100006
147.94948,35.023422,97.294945,174.79723,62.476116,95.02749
138.61891,37.2916,96.36189,238.09946,63.623898,86.44226
170.92007,34.40959,99.59201,183.37222,55.95224,99.16278
125.26472,36.18865,95.026474,288.25485,60.72303,87.228455
164.81728,34.843903,98.98173,214.31879,43.491226,96.06812
156.62994,30.943832,98.162994,246.15373,39.58784,92.88463
150.67732,35.003227,97.56773,294.0242,60.544483,87.00861
130.04916,34.820427,95.50491,233.66956,59.15908,94.13304
141.85947,37.12587,96.68594,125.81874,45.618313,95.08187
160.14291,33.178474,98.51429,127.711426,35.64358,95.27114
143.86499,36.10091,96.8865,321.64905,66.16467,73.00575
132.0429,36.13585,95.70429,71.31851,50.48291,89.63185
161.20088,36.39481,98.62009,265.49274,56.74292,90.95073
158.53943,35.673023,98.35394,223.53316,53.75501,95.14668
137.18082,34.353104,96.21808,258.1933,49.9479,91.68067
144.9821,33.64055,96.99821,238.82939,51.489548,93.61706
125.91748,31.2245,95.09175,254.04283,55.147392,92.09572
116.349205,33.778416,94.13492,386.51447,45.124046,78.84856
134.52887,31.481836,95.95289,277.63828,74.61201,60.51216
160.97557,34.578682,98.59756,142.94025,56.273605,96.79402
162.51541,33.836163,98.75154,307.9219,57.944824,86.70781
149.85518,38.78599,97.48552,222.54353,46.450115,95.24564
140.65701,35.126114,96.565704,268.3016,62.82428,85.02128
150.93361,31.541931,97.59336,192.78552,48.664566,98.22145
163.9911,33.40211,98.89911,253.47363,56.661495,92.15263
165.12904,38.506218,99.0129,173.88638,61.524467,96.83971
157.42067,37.445133,98.242065,357.0127,39.998432,81.79873
142.94469,34.693645,96.79447,172.41458,54.060734,99.741455
143.22906,36.627197,96.82291,255.32094,53.962326,91.9679
136.76816,33.84513,96.17682,190.6352,43.44992,98.43648
152.53049,35.37481,97.75305,109.86571,64.53604,84.41449
154.81491,38.00178,97.98149,227.84837,37.815094,94.715164
128.00662,38.574577,95.30066,326.57974,59.665733,84.842026
165.6196,36.14138,99.06196,374.74774,47.405083,80.02522
127.385,35.61431,95.2385,274.8959,56.625896,90.01041
150.20273,33.389774,97.52027,132.84537,34.594402,95.78454
163.9646,33.74605,98.89646,454.4883,62.51631,67.01855
160.31857,34.8197,98.53186,199.26956,51.167534,97.573044
146.3013,32.284218,97.13013,406.28986,47.87178,76.87102
163.814,38.130737,98.8814,168.06198,69.68239,79.94142
165.61443,38.02378,99.06144,46.69403,58.936893,87.1694
157.16643,31.743448,98.216644,426.81647,46.545288,74.81835
163.03137,38.249508,98.80314,248.70758,48.171654,92.62924
151.18304,31.951313,97.6183,295.50388,58.841045,87.949615
157.99162,36.62761,98.299164,340.42444,63.05092,77.35572
165.46527,34.208344,99.046524,170.15346,45.515263,99.51534
167.48795,31.213741,99.248795,247.40851,57.40189,92.75915
152.89081,37.252914,97.78908,264.04688,72.716095,65.663124
154.69368,33.93227,97.96937,303.24713,56.960014,87.175285
155.78406,31.871273,98.07841,150.9281,62.493412,92.60599
153.89035,35.51851,97.88904,197.89572,51.624054,97.71043
158.31798,36.829742,98.331795,260.68988,43.94501,91.431015
142.7401,34.971947,96.77401,239.43893,45.2848,93.55611
113.54306,36.82249,93.85431,213.13693,56.81142,96.18631
150.56375,34.705147,97.55637,199.38593,49.24731,97.56141
144.02527,35.510193,96.90253,187.18985,57.35666,98.78101
149.50497,33.282726,97.4505,423.13684,61.68879,71.80874
129.64937,33.277668,95.464935,322.0116,71.50715,62.284546
156.04031,33.629387,98.104034,373.393,52.353977,80.1607
148.43639,33.254555,97.343636,280.15414,51.23425,89.48459
132.53545,34.18455,95.75355,183.24861,41.640594,99.17514
120.24206,34.79471,94.52421,275.02667,46.902027,89.99733
154.15498,34.912346,97.9155,232.53453,54.240227,94.246544
151.47804,35.111588,97.647804,285.96167,60.584816,87.7342
143.77286,35.155598,96.87729,266.60883,84.30153,42.23606
131.07082,31.612043,95.60708,437.3855,50.17687,73.76145
145.17896,37.93112,97.0179,155.53941,60.43377,97.1864
161.09142,32.419254,98.60914,334.56686,61.757725,80.52786
168.51118,35.898357,99.35112,182.14105,57.746613,99.2859
166.7635,34.56083,99.17635,128.3486,49.846504,95.33486
152.27711,39.979523,97.727715,210.20331,66.27962,83.92043
162.71004,33.5243,98.771,290.62503,45.72163,88.4375
137.82834,36.35696,96.28284,364.50418,50.1168,81.04958
156.2296,35.47061,98.12296,331.75504,66.45652,71.41145
157.45021,38.370716,98.24502,356.89343,69.514084,62.782486
118.17595,36.442535,94.3176,383.70236,70.60197,57.925827
154.64876,36.173172,97.964874,232.88971,50.246483,94.21103
164.46362,33.557816,98.946365,138.3776,39.545204,96.33776
150.29169,35.378487,97.52917,107.04277,43.16902,93.20428
116.517456,35.630722,94.15175,436.11508,68.53312,56.82225
147.69092,33.968254,97.26909,259.80426,49.677437,91.51958
143.11478,39.20321,96.81148,112.21099,77.29757,59.12596
145.6442,35.855984,97.06442,276.6985,54.57515,89.830154
134.07706,34.90661,95.90771,277.06964,53.16776,89.79304
157.04378,31.965015,98.20438,246.77585,55.414703,92.82242
134.60281,34.7006,95.96028,253.28171,54.31179,92.17183
167.73187,36.11706,99.273186,19.174614,64.72794,74.96158
143.12164,37.847248,96.812164,138.7344,64.58774,87.19797
141.18385,36.294647,96.618385,231.89926,49.357174,94.310074
143.10513,36.983658,96.81052,182.14243,54.655235,99.28576
146.33717,35.375,97.13372,342.56372,51.91899,83.24363
163.05188,36.17331,98.80519,254.93047,46.486504,92.00695
161.95996,36.737556,98.696,248.21004,58.475304,92.67899
157.97775,34.862144,98.297775,101.248276,52.40812,92.624825
123.54307,35.845062,94.85431,301.12186,48.56504,87.38782
130.0364,34.380707,95.50364,313.5243,44.180893,86.14757
154.30197,36.3961,97.9302,204.27861,51.033478,97.072136
124.955025,32.500916,94.9955,66.46193,44.037216,89.146194
164.67943,36.17206,98.96794,242.1476,66.76958,79.746086
136.2725,30.703583,96.12725,322.0318,57.636124,85.29682
163.55087,33.75723,98.85509,170.72888,61.90308,95.76673
168.85814,34.088173,99.38581,246.76453,48.40517,92.82355
150.61429,30.630074,97.56143,232.56642,58.65968,94.243355
160.40152,34.7749,98.54015,263.12103,52.72863,91.1879
155.03394,30.904531,98.003395,279.86182,65.1387,79.23641
157.7238,39.25971,98.27238,238.83957,69.98401,73.648026
151.77284,32.747753,97.677284,275.82748,44.796867,89.91725
145.32204,35.467915,97.0322,174.73843,58.081097,99.97385
158.81964,36.480988,98.381966,245.8856,50.275787,92.91144
129.45901,33.925465,95.4459,319.28943,64.79864,75.973785
127.252525,33.534416,95.22525,128.33841,51.201633,95.33384
162.23259,38.37618,98.72326,319.77664,64.70064,76.12106
153.40602,38.400578,97.8406,186.67056,55.485313,98.83295
156.26787,34.994263,98.126785,366.04095,56.66707,80.895905
129.46088,33.478985,95.44609,236.2376,67.9317,78.01284
170.83145,34.145023,99.583145,229.5158,55.08374,94.54842
141.17018,32.727467,96.61702,274.38846,52.495018,90.06116
143.26115,33.643772,96.82612,267.9285,62.574852,85.55745
155.68065,33.769882,98.06806,126.872604,63.352505,88.482254
151.33339,33.100983,97.63334,155.96347,55.630337,98.096344
161.9163,35.389732,98.69163,204.69832,55.961647,97.03017
156.23705,33.538757,98.1237,556.9892,54.158226,61.80108
149.34167,34.852833,97.434166,224.60861,63.177956,88.68323
152.58536,38.623222,97.75854,360.58713,51.22152,81.441284
139.07228,36.46998,96.40723,195.8489,49.732986,97.91511
115.651184,36.574146,94.06512,259.86276,48.694725,91.513725
154.69832,35.804832,97.96983,404.65063,47.64872,77.034935
135.32268,34.00123,96.032265,217.02512,52.169556,95.797485
159.4051,37.396336,98.44051,221.72797,55.017677,95.3272
135.06369,30.493608,96.00637,262.2032,61.518433,88.24281
133.70174,32.166805,95.87017,280.3524,58.427612,89.46476
156.75029,34.21718,98.175026,190.52908,69.56349,79.32011
144.45778,33.51076,96.94578,81.52182,49.406506,90.65218
169.25183,37.64495,99.425186,295.11774,67.55819,72.87185
142.82043,35.86473,96.78204,152.76186,52.44227,97.776184
127.74716,34.442345,95.27472,538.5528,48.649796,63.64472
144.81352,38.508183,96.98135,257.90408,48.611317,91.709595
128.76529,33.285027,95.376526,325.09433,47.814583,84.99057
166.68086,31.036373,99.16808,402.08844,52.080467,77.29115
137.19684,34.17888,96.21968,303.70673,61.34909,84.431145
159.39784,31.79649,98.43978,316.0238,65.89227,74.113075
145.39792,32.656128,97.039795,130.34746,43.498917,95.534744
150.86383,34.75755,97.58638,380.8321,58.94717,79.416794
181.26431,33.41603,99.373566,279.06528,63.275246,83.042984
167.73485,37.72316,99.27348,275.8406,56.9329,89.91594
157.12277,37.593895,98.21228,411.4687,53.46476,76.353134
149.83104,36.560146,97.4831,270.70004,47.063633,90.42999
158.75943,35.607693,98.375946,183.07855,50.87111,99.19215
149.01552,35.96751,97.40155,290.54846,65.22963,77.98589
156.71667,31.78849,98.17167,197.54793,44.389862,97.74521
155.9857,35.08731,98.09857,406.4232,57.852417,76.85768
143.48755,35.53025,96.848755,207.89175,53.411957,96.71082
157.31198,37.6174,98.2312,203.5537,66.78954,83.565544
175.45483,33.354786,99.95451,273.89078,43.805325,90.11092
163.7741,33.927773,98.87741,227.37521,43.116325,94.76248
141.081,36.660175,96.6081,321.31552,61.998062,81.37232
138.72343,35.20208,96.372345,205.16037,53.672195,96.98396
150.1251,36.68898,97.51251,216.84103,54.176216,95.815895
161.87366,32.706665,98.68736,227.90938,44.68767,94.70906
122.399254,33.900288,94.73993,209.94106,47.262024,96.5059
135.39539,37.310364,96.039536,234.51547,60.68513,92.67819
162.02322,29.902184,98.702324,186.14734,45.798317,98.88527
149.42342,33.303204,97.442345,237.38712,44.485905,93.76129
150.59378,31.2369,97.55938,166.85114,49.685,99.18511
165.0141,35.556618,99.00141,260.3555,67.02239,77.41966
152.33603,31.445385,97.733604,205.85542,55.081642,96.91446
143.44894,33.74454,96.844894,314.36185,61.569176,82.92546
115.79408,36.67943,94.07941,205.80995,51.247322,96.91901
160.85777,34.510193,98.58578,234.09114,59.99675,94.09089
134.45815,36.827873,95.945816,250.95229,54.71647,92.40477
153.01994,35.92265,97.801994,161.02557,45.224274,98.602554
125.234634,37.537167,95.02346,195.36015,62.642056,92.67987
127.8221,36.056137,95.28221,178.73347,68.574104,82.47845
162.50357,35.129562,98.75036,209.59651,48.69089,96.54035
152.2787,36.277863,97.72787,104.88285,52.138847,92.98828
133.64915,35.68064,95.864914,391.75165,63.266006,71.79282
151.09523,29.809189,97.60952,231.36958,41.654278,94.363045
147.77939,33.69939,97.27794,257.1802,58.514725,91.78198
146.08289,35.45184,97.10829,198.49733,61.958847,93.732574
150.2276,34.60636,97.52276,306.92523,52.907524,86.80748
168.95616,36.020203,99.395615,140.745,51.513046,96.5745
156.18758,33.221596,98.11876,167.89787,55.180996,99.28979
137.72293,35.562996,96.27229,316.27255,61.20969,83.45336
146.37668,35.01222,97.137665,326.76578,53.38353,84.823425
174.14774,35.183357,99.91477,184.31229,57.92363,99.06877
152.61449,35.397827,97.76145,169.66965,64.904945,89.657074
151.48341,35.97163,97.64834,340.10733,60.92696,81.635345
163.1159,36.704403,98.81159,157.60547,62.636086,92.98837
163.69658,35.73356,98.86966,142.97461,58.959667,96.79746
145.59308,32.514786,97.05931,179.47226,44.320633,99.55277
116.5118,36.44115,94.151184,206.59138,50.557117,96.84086
167.122,36.40494,99.2122,314.8165,50.357616,86.01835
143.19202,37.482807,96.8192,309.02548,47.533585,86.59745
142.77368,33.127518,96.77737,248.17705,54.56908,92.6823
150.67848,35.942257,97.56785,258.41547,65.68051,80.29743
145.67274,38.54105,97.067276,180.13678,48.91229,99.48632
171.71161,34.5393,99.67116,241.1987,58.73215,93.38013
144.07457,33.56764,96.907455,325.57852,60.92382,83.094505
120.24992,33.45551,94.524994,301.53934,55.061455,87.34607
153.90842,36.3564,97.89084,264.54135,42.368965,91.04587
139.50224,37.735172,96.450226,247.40587,42.380787,92.759415
161.4777,38.74772,98.64777,318.5666,42.611626,85.64334
153.13463,38.955933,97.81346,319.07257,51.572655,85.59274
164.23343,35.801605,98.92334,58.336258,56.712227,88.333626
157.92332,36.912033,98.292336,293.61835,67.32238,73.49341
160.91263,39.97117,98.59126,318.1426,51.3782,85.68574
157.65454,36.110813,98.26546,75.29598,54.225945,90.0296
156.0117,34.249405,98.10117,237.95016,46.010193,93.70499
142.24904,31.51599,96.72491,192.35442,59.181416,98.26456
138.68066,33.963707,96.368065,139.5076,62.172314,92.10613
135.04622,39.977898,96.00462,204.74672,50.607735,97.02533
149.79971,33.569805,97.47997,359.57465,73.66017,54.22219
145.67862,36.183186,97.06786,100.930176,50.289566,92.59302
155.34663,31.586664,98.03466,247.98116,69.91333,72.87522
164.86226,37.922012,98.98623,200.22804,50.19834,97.477196
142.6617,34.886486,96.76617,59.436016,52.090405,88.4436
151.54842,35.25821,97.65484,270.70398,50.03425,90.4296
146.59216,36.758724,97.15922,349.42117,45.33219,82.557884
164.74838,36.31466,98.97484,191.06909,52.568947,98.39309
168.6025,38.0408,99.36025,106.19919,40.919746,93.11992
157.43721,36.173622,98.24372,416.68555,60.39154,75.04836
124.410614,36.681644,94.94106,172.04233,68.32868,83.04687
140.08144,35.530174,96.50814,256.93405,55.19956,91.806595
136.71687,34.242943,96.171684,152.47716,59.67663,97.74772
155.94743,34.078827,98.09474,149.93037,37.790806,97.493034
127.287926,36.317173,95.22879,301.94254,51.025917,87.30575
137.6363,33.653046,96.26363,133.52625,58.234493,95.85262
159.04547,34.936172,98.40455,187.87212,44.648624,98.71279
169.91328,33.069324,99.491325,220.40038,51.436375,95.45996
132.24625,34.14611,95.724625,289.59137,43.59327,88.54086
139.07172,35.59079,96.40717,218.48145,49.664604,95.651855
144.78705,34.577175,96.97871,329.5129,44.897038,84.548706
140.58453,35.983604,96.55846,415.1398,48.251884,75.98602
153.68706,36.40571,97.868706,262.92593,55.612785,91.207405
130.5244,35.465607,95.55244,346.98294,43.908085,82.801704
133.8444,35.099087,95.88444,208.82478,52.733322,96.61752
138.73918,33.44751,96.37392,210.89911,45.853947,96.41009
165.60521,34.51442,99.060524,206.14186,68.12268,80.64045
163.57503,33.829514,98.857506,518.9761,53.742996,65.60239
143.20572,32.419685,96.82057,309.2356,53.831703,86.57644
142.71696,35.990448,96.7717,248.32259,49.930706,92.66774
129.22731,37.898678,95.42273,421.24933,60.465744,74.44358
149.80893,32.59856,97.480896,219.80151,42.616997,95.51985
139.96544,35.20477,96.496544,149.65826,63.311153,90.84352
155.48383,37.785427,98.048386,270.98468,54.85634,90.401535
144.3635,36.131348,96.93635,188.69133,57.920452,98.63087
172.49411,34.0671,99.74941,55.148964,53.57651,88.01489
145.32803,32.5522,97.03281,202.53128,46.62649,97.24687
148.28444,33.08437,97.328445,373.99124,41.920902,80.100876
149.36713,33.50551,97.436714,273.77698,47.732536,90.1223
132.49255,39.39357,95.74925,359.31863,51.74264,81.56814
162.19295,33.406113,98.71929,379.55923,65.12335,69.29737
167.28712,36.283154,99.228714,312.46677,44.609505,86.25333
141.24213,38.113663,96.624214,165.89719,54.88466,99.08972
172.78174,32.22534,99.778175,136.73389,71.81348,72.54643
131.9278,33.71807,95.69278,214.13126,48.21453,96.086876
144.25018,33.608463,96.92502,337.00107,60.13361,83.53268
189.60362,39.70329,98.539635,190.16847,70.02154,78.44008
170.55875,36.7541,99.55588,154.42209,60.24272,97.456764
153.6129,33.965054,97.86129,296.95953,44.184383,87.80405
151.37645,32.70357,97.63764,202.03137,46.361633,97.29686
160.57877,33.436073,98.55788,296.4636,64.68834,78.47696
156.46329,32.966225,98.14633,236.43066,65.585236,82.68646
158.2166,35.58071,98.32166,153.8437,41.150795,97.88437
137.40309,34.40795,96.24031,327.0916,53.91182,84.79084
172.85533,36.140244,99.78553,268.82492,62.55488,85.50775
156.32727,33.414635,98.13273,139.2354,53.47744,96.42354
139.85532,34.005226,96.485535,299.54578,48.01384,87.545425
127.0799,35.59833,95.20799,244.14705,32.43998,93.0853
182.39494,37.817055,99.260506,326.3637,43.373955,84.86363
135.78378,35.22511,96.07838,242.77997,48.429546,93.222
146.12892,37.062355,97.11289,376.59406,54.604225,79.84059
148.5435,36.137974,97.35435,273.74472,57.06288,90.12553
170.3454,34.78891,99.53454,221.02786,52.97552,95.39722
162.95224,35.977962,98.79523,141.04886,50.06503,96.60489
170.94144,36.486794,99.59415,392.07303,51.503937,78.292694
131.07153,35.957405,95.607155,359.0476,51.5762,81.59524
122.34695,34.568043,94.734695,204.73953,52.643906,97.02605
149.72517,33.208378,97.47252,191.89937,46.934845,98.31007
175.69788,35.126534,99.930214,261.289,63.111565,85.14797
120.53832,35.505676,94.55383,230.79805,55.030006,94.4202
170.68413,38.563553,99.56841,212.07855,40.95287,96.292145
163.41298,33.803623,98.8413,240.09857,39.03391,93.49014
126.61954,32.322388,95.16196,294.72034,48.261986,88.02797
152.51456,35.062885,97.75146,227.66081,53.441032,94.73392
121.12574,35.621567,94.61257,286.913,53.281776,88.8087
124.80955,34.717896,94.98096,281.66043,58.244568,89.333954
161.87202,33.82487,98.6872,531.7895,43.480797,64.321045
157.61299,32.821964,98.2613,226.23405,53.822052,94.876595
178.54536,37.37428,99.64546,358.6648,55.683357,81.63352
140.65457,38.418854,96.56546,294.13202,75.81705,56.452705
159.90846,31.41136,98.490845,238.10278,46.81937,93.68972
103.655,33.51906,92.8655,133.27666,53.67382,95.82767
162.72574,32.683132,98.772575,324.7127,59.827248,85.02873
120.607895,37.449677,94.56079,233.33908,58.64384,94.16609
153.53963,35.549316,97.853966,264.0575,56.96788,91.09425
145.35188,35.502476,97.03519,433.3309,60.94113,72.284645
174.02963,39.4589,99.90296,232.10483,63.697174,86.89517
132.3593,33.595154,95.73593,153.25685,54.563107,97.82568
144.61688,36.913338,96.961685,279.65448,60.446373,88.64181
133.76836,32.732445,95.87684,296.8733,71.708855,64.39496
171.56888,36.574398,99.65689,236.81985,63.47885,86.86031
153.75275,35.776764,97.875275,269.31012,57.88633,90.568985
154.55771,37.19768,97.95577,287.44037,61.83561,85.08475
188.69803,32.161324,98.630196,176.94687,58.47371,99.80531
148.00679,33.99325,97.30068,224.19345,46.308014,95.08066
132.67305,32.077118,95.7673,368.44614,71.84494,56.965508
152.69864,36.81738,97.76987,321.9534,63.571747,78.16116
145.16197,34.45813,97.0162,234.16742,59.66058,94.08326
154.42566,35.925743,97.942566,350.70953,46.821407,82.42905
158.02234,35.882374,98.30223,203.54193,49.86753,97.145805
133.78328,36.430794,95.87833,179.54459,54.50373,99.54554
131.55559,35.458885,95.655556,389.48456,47.40339,78.551544
146.59668,35.873207,97.15967,320.78027,59.66266,85.421974
170.59,34.679157,99.559,236.36115,56.906284,93.863884
140.0506,37.020767,96.50506,260.17563,48.993595,91.48244
151.194,38.866684,97.6194,284.10223,55.62685,89.089775
152.6596,33.939346,97.76596,166.67761,50.095722,99.16776
146.70988,39.129852,97.17099,306.21265,66.0011,74.87654
146.04599,34.52569,97.1046,283.24374,42.982067,89.17563
146.60931,34.704308,97.160934,206.03072,63.424625,90.047676
134.5516,33.730274,95.95516,226.52988,52.437737,94.847015
137.75395,30.744549,96.2754,236.3315,62.777206,88.31244
165.28339,32.378372,99.028336,315.71423,47.062843,85.92857
154.20905,30.646727,97.920906,178.65625,52.661903,99.63438
164.59389,33.026367,98.95939,211.4344,46.118195,96.35656
142.43478,38.44368,96.74348,170.56982,46.98984,99.556984
157.86674,34.9493,98.286674,167.85025,53.94438,99.28503
150.99161,32.89796,97.59916,228.44998,56.57383,94.655
